Event_id,Timestamp,Src_ip,Dst_ip,Src_port,Dst_port,Protocol,Action,Bytes_sent,Bytes_received,Packet_count,Connection_duration_sec,Firewall_rule_id,Rule_action,Network_zone_src,Network_zone_dst,Latency_ms,Packet_loss_pct,Cpu_usage_fw_pct,Memory_usage_fw_pct,Concurrent_connections,Nat_translation
FW-20250319-P92YFVJO,3/19/2025 11:45,185.205.227.13,185.125.137.174,43627,80,TCP,ALLOW,19746,13385,66,9.92,RULE-4116,accept,vpn,cloud,25.86,0.89,24.61,38.44,2,TRUE
FW-20250417-PBJG16JT,4/17/2025 0:41,185.74.188.223,10.133.8.119,49853,21718,UDP,DENY,12555,10203,45,8.14,RULE-9567,drop,vpn,internal,25.81,0.15,16.15,25.25,5,TRUE
FW-20250509-73SYQT33,5/9/2025 0:45,185.214.39.233,10.13.163.179,46470,443,TCP,ALLOW,11962,18778,61,17.14,RULE-8687,accept,vpn,internal,15.84,0.37,17.86,31.85,8,TRUE
FW-20250505-TEOUK25B,5/5/2025 2:30,10.69.182.164,10.7.174.146,3466,0,ICMP,ALLOW,1565732,11629,9143,10.5,RULE-7823,accept,internal,internal,220.57,0.7,86.58,99.18,11679,TRUE
FW-20250609-PZKJ5Z3H,6/9/2025 17:20,10.193.105.91,172.16.43.212,31236,29834,TCP,DENY,8418,1188,19,0.1,RULE-4074,drop,management,dmz,27.2,0.37,25.59,24.6,12,FALSE
FW-20250225-ORZKFLNW,2/25/2025 18:50,185.21.194.24,172.16.193.78,11376,443,TCP,ALLOW,9898,9312,38,14.6,RULE-2533,accept,cloud,dmz,13.33,1.27,14.14,16.73,1,FALSE
FW-20250705-Q96Q0QVT,7/5/2025 22:34,185.85.37.122,10.198.104.246,24761,5432,TCP,ALLOW,10656,14598,50,13.89,RULE-5757,accept,cloud,internal,25.33,0.18,22.64,20.53,6,FALSE
FW-20250429-GMORNMW0,4/29/2025 11:27,185.96.62.105,185.126.68.251,15027,443,TCP,ALLOW,11374,13807,50,13.57,RULE-9765,accept,vpn,external,22.41,0.56,19.67,36.82,19,TRUE
FW-20250410-BYW8PWS1,4/10/2025 23:59,172.16.186.213,10.42.246.118,65474,3306,TCP,ALLOW,10927,16767,55,0.48,RULE-7317,accept,dmz,internal,18.13,0.79,19.14,35.67,22,FALSE
FW-20250712-B1HKSXFH,7/12/2025 17:07,10.81.203.254,185.78.61.28,50075,22,TCP,ALLOW,13025,10276,46,11.61,RULE-5191,accept,internal,external,14.84,1.67,22.55,34.16,8,TRUE
FW-20250612-1XU9P8L1,6/12/2025 23:24,10.177.75.126,172.16.85.109,38894,53,UDP,ALLOW,16502,14491,61,5.21,RULE-8518,accept,internal,dmz,16.26,0.62,21.57,28.32,27,TRUE
FW-20250513-DSQAE4IN,5/13/2025 18:19,185.141.127.237,185.187.152.227,43026,443,TCP,ALLOW,6533,14992,43,3.9,RULE-1069,accept,cloud,external,25.56,0.3,26.49,32.71,7,FALSE
FW-20250526-VVH79Q3Z,5/26/2025 7:03,185.39.80.171,10.91.6.217,8438,40660,ICMP,DENY,6045,13158,38,5.41,RULE-4775,drop,cloud,management,34.91,0.39,26.77,38.27,10,FALSE
FW-20250528-K30S4MKL,5/28/2025 20:49,10.48.129.239,185.96.110.113,33590,3306,TCP,ALLOW,6499,2419,17,0.1,RULE-6126,accept,internal,external,25.67,0.7,15.03,30.83,1,TRUE
FW-20250208-S83AX3U8,2/8/2025 21:36,10.197.104.188,185.83.179.221,25660,53,UDP,ALLOW,3304,6481,19,6.87,RULE-9915,accept,internal,cloud,23.07,0.01,18.52,22.97,3,TRUE
FW-20250507-BD4OXK43,5/7/2025 1:27,185.159.15.102,10.177.190.58,10870,53,UDP,DENY,14605,14818,58,7.12,RULE-6652,drop,external,internal,21.98,0.36,25.64,38.73,16,FALSE
FW-20250625-52FK7YM2,6/25/2025 0:40,185.16.90.33,172.16.217.162,29656,53,UDP,ALLOW,8763,17679,52,5.91,RULE-4842,accept,external,dmz,8.18,0.76,16.56,36.34,33,FALSE
FW-20250614-XVSCRL2E,6/14/2025 4:17,172.16.80.139,10.162.144.8,10042,921,TCP,DENY,8049,18299,17,1.46,RULE-6050,drop,dmz,management,25.47,1.28,23.85,35.63,17,FALSE
FW-20250419-URUB51JL,4/19/2025 1:23,185.248.63.219,185.85.97.12,38118,53,UDP,ALLOW,1924,12666,29,3.24,RULE-8709,accept,external,external,11.89,1.18,19.19,31.95,19,FALSE
FW-20250530-UTREQMZ3,5/30/2025 8:23,185.147.193.200,10.218.185.73,64993,28608,TCP,DENY,6407,13864,40,14.42,RULE-8408,drop,external,management,19.66,0,18.76,41.97,1,FALSE
FW-20250316-73AX3MSI,3/16/2025 13:47,172.16.166.189,185.176.130.12,16819,443,TCP,ALLOW,100,20513,41,6.33,RULE-2435,accept,dmz,vpn,21.12,0.56,18.95,25.31,1,FALSE
FW-20250507-VGBUHBBD,5/7/2025 3:50,185.172.104.174,185.106.194.206,40404,443,TCP,ALLOW,7839,4377,24,5.4,RULE-1080,accept,external,vpn,690.35,10.87,85.58,24.83,1,FALSE
FW-20250704-B8ENIL40,7/4/2025 15:07,172.16.179.238,185.150.190.245,63161,53,UDP,ALLOW,12517,14364,53,10.97,RULE-7012,accept,dmz,cloud,25.86,0.17,25.26,29.59,19,FALSE
FW-20250711-WWBIKGUK,7/11/2025 4:43,185.53.151.152,185.61.101.57,23923,80,TCP,ALLOW,4131,23445,55,10.23,RULE-6386,accept,vpn,cloud,27.36,0.85,16.34,37.4,10,TRUE
FW-20250220-XY3LOUX7,2/20/2025 19:02,185.54.60.54,185.83.54.125,19554,25,TCP,ALLOW,8500,14337,45,9.6,RULE-3941,accept,external,cloud,29.66,0.43,26.04,29.21,25,FALSE
FW-20250424-9E06G7XJ,4/24/2025 4:44,172.16.85.176,185.193.181.10,15294,80,TCP,ALLOW,8750,10762,39,11.66,RULE-6291,accept,dmz,external,25.45,0.67,24.67,35.72,25,FALSE
FW-20250613-HW4VO7R5,6/13/2025 20:59,10.134.215.11,185.236.133.194,31224,5432,TCP,ALLOW,13634,17989,63,12.23,RULE-3859,accept,management,vpn,29.36,0,22.04,33.47,12,FALSE
FW-20250510-TQAWWTV3,5/10/2025 22:58,185.17.184.53,185.19.36.23,6117,5432,TCP,ALLOW,5614,4626,20,13.41,RULE-8257,accept,cloud,external,1301.16,14.27,94.19,39.24,4,FALSE
FW-20250710-GSDTRIUL,7/10/2025 8:23,185.133.230.200,10.123.51.243,19853,3306,TCP,ALLOW,7019,20691,55,7.87,RULE-2264,accept,cloud,internal,24.69,0.93,19.38,32.65,24,FALSE
FW-20250429-SES9CI8K,4/29/2025 21:10,185.21.2.118,10.6.237.164,54001,33663,TCP,DENY,4452,11715,32,8.05,RULE-8788,drop,vpn,internal,18.18,0.87,11.96,30.95,16,TRUE
FW-20250408-DZ5NVU08,4/8/2025 4:46,172.16.239.39,185.193.75.56,13028,0,ICMP,ALLOW,8990,6826,31,4.24,RULE-1507,accept,dmz,vpn,34.82,0.41,26.54,24.19,1,FALSE
FW-20250502-O0LXZI0L,5/2/2025 20:54,185.80.35.92,185.69.129.218,41445,0,ICMP,ALLOW,9689,4744,28,10.09,RULE-5110,accept,cloud,vpn,25.44,0.72,21.98,19.74,1,FALSE
FW-20250704-0OH4H79O,7/4/2025 15:53,185.179.110.3,185.244.255.190,53664,3389,TCP,ALLOW,11272,13389,49,8.27,RULE-7615,accept,vpn,cloud,31.26,0.52,17.8,29.02,15,TRUE
FW-20250225-IR8NQ722,2/25/2025 9:32,10.151.164.49,185.181.5.133,13581,53,UDP,ALLOW,12443,1403,27,9.12,RULE-4772,accept,management,vpn,21.49,1.13,18.28,42.06,1,FALSE
FW-20250226-MQCDG19D,2/26/2025 7:50,185.122.55.122,172.16.216.141,58497,8080,TCP,ALLOW,16365,15325,63,6.45,RULE-6656,accept,external,dmz,28.72,0.24,20.12,31.69,11,FALSE
FW-20250318-5I3ERWEE,3/18/2025 5:37,10.70.37.69,185.6.96.96,64694,22,TCP,ALLOW,14141,14522,57,0.1,RULE-9603,accept,management,vpn,26.8,0.37,12.7,34.17,9,FALSE
FW-20250416-ZBUH9J0F,4/16/2025 16:05,185.214.225.154,185.18.198.44,52165,3306,TCP,ALLOW,16711,21100,75,18.34,RULE-8322,accept,vpn,vpn,26.07,0.54,26.13,26,9,TRUE
FW-20250527-J64B81DT,5/27/2025 11:15,185.237.157.11,185.7.3.237,8265,48815,TCP,DENY,11066,4830,31,9.97,RULE-4029,drop,vpn,cloud,19.24,0.79,13.1,28.89,4,TRUE
FW-20250218-5GMINV0B,2/18/2025 13:40,10.33.164.143,185.159.95.101,38090,443,TCP,ALLOW,2637870,13826,9296,12.81,RULE-1670,accept,internal,vpn,638.56,0.72,89.49,85.98,14668,TRUE
FW-20250703-XPXGJ946,7/3/2025 8:09,10.225.177.112,185.183.220.44,53853,8080,TCP,ALLOW,9997,8965,37,0.1,RULE-7763,accept,management,external,15.19,0.71,19.37,29.45,33,FALSE
FW-20250322-XC7XURFA,3/22/2025 14:17,10.235.50.77,185.35.108.28,65503,80,TCP,ALLOW,12389,16378,57,9.2,RULE-5844,accept,internal,external,29.97,0.33,20.7,44.06,17,TRUE
FW-20250203-ZTB0RV09,2/3/2025 18:28,10.82.10.212,185.104.35.4,28830,0,ICMP,ALLOW,100,15618,31,6.69,RULE-2871,accept,internal,vpn,737.55,6.71,98.51,19.12,1,TRUE
FW-20250417-BLPPUMU2,4/17/2025 17:28,185.62.109.244,10.159.201.61,49143,8080,TCP,ALLOW,10744,14598,50,5.51,RULE-6520,accept,external,management,19.71,1.1,26.5,26.45,21,FALSE
FW-20250205-9AZSFA3D,2/5/2025 14:53,185.117.245.145,10.77.65.1,47289,443,TCP,ALLOW,6471,10958,34,4.62,RULE-4114,accept,vpn,management,26.79,0.52,18.05,33.16,12,TRUE
FW-20250412-4T8T289V,4/12/2025 17:08,185.203.58.24,185.64.153.218,63813,3306,TCP,ALLOW,23025,14566,75,23.93,RULE-5207,accept,vpn,cloud,1476.31,23.55,95.86,35.09,27,TRUE
FW-20250319-EO0H2KX0,3/19/2025 15:14,185.152.246.32,185.210.221.16,44200,8080,TCP,ALLOW,15928,12212,56,3.94,RULE-8977,accept,vpn,cloud,24.09,0.82,15.86,26.17,1,TRUE
FW-20250525-JM2CAQZL,5/25/2025 23:11,185.60.226.192,185.133.144.13,61807,443,TCP,ALLOW,13159,11009,48,20.59,RULE-8849,accept,cloud,cloud,22.4,0.37,23.37,34.45,11,FALSE
FW-20250210-7V8U6OPG,2/10/2025 9:24,10.118.16.234,185.101.245.180,7168,8080,TCP,ALLOW,15764,12960,57,7.81,RULE-8364,accept,internal,vpn,605.38,21.35,93.44,33.61,7,TRUE
FW-20250617-WOIW5JFL,6/17/2025 14:40,172.16.112.59,185.29.5.145,40978,22,TCP,ALLOW,8313,16263,49,4.72,RULE-8236,accept,dmz,vpn,25.76,0.96,20.38,36.26,9,FALSE
FW-20250302-3MGYEQB4,3/2/2025 16:50,185.148.81.230,185.232.245.199,19252,3306,TCP,ALLOW,7465,2447,19,0.1,RULE-7406,accept,cloud,cloud,15.33,0.43,17.52,22.17,14,FALSE
FW-20250311-BBUVUS52,3/11/2025 1:36,172.16.40.176,185.97.25.163,22533,0,ICMP,ALLOW,14780,6041,41,11.23,RULE-7030,accept,dmz,vpn,24.33,0.55,17.3,30.3,7,FALSE
FW-20250427-8LH4XQVP,4/27/2025 18:39,185.86.135.200,185.219.247.64,21159,3389,TCP,ALLOW,10921,14713,51,10.14,RULE-3912,accept,cloud,vpn,19.23,1.03,14.5,34.15,7,FALSE
FW-20250316-SFW3BEQV,3/16/2025 4:12,185.121.212.250,10.228.71.154,23192,0,ICMP,ALLOW,100,100,1,0.1,RULE-5802,accept,vpn,internal,24.5,0.68,21.04,31,1,TRUE
FW-20250624-QT8009NL,6/24/2025 2:19,172.16.137.247,10.199.198.119,37531,0,ICMP,ALLOW,100,17931,36,7.23,RULE-9915,accept,dmz,management,321.3,16.72,90.14,35.98,1,FALSE
FW-20250317-0EPL2BQO,3/17/2025 21:38,185.95.219.100,10.167.167.19,48541,22,TCP,ALLOW,8462,10043,37,14.1,RULE-6501,accept,cloud,internal,22.84,0.27,23.51,18.69,13,FALSE
FW-20250218-JIMVPMB5,2/18/2025 6:48,172.16.167.34,10.11.129.245,34298,8080,TCP,ALLOW,12091,21101,66,13.56,RULE-7179,accept,dmz,management,17.5,0.74,8.94,39.4,18,FALSE
FW-20250414-IKL5Y7GY,4/14/2025 16:06,10.12.138.10,10.106.76.237,50532,53,UDP,ALLOW,3965,12673,33,7.81,RULE-1645,accept,internal,management,31.38,0.2,25.99,35.12,1,TRUE
FW-20250325-N6VVBRP4,3/25/2025 1:51,10.238.2.32,185.81.86.225,49360,5432,TCP,ALLOW,13725,4346,36,3.67,RULE-1596,accept,management,vpn,23.63,0.24,15.98,24.03,1,FALSE
FW-20250422-UTTTEENO,4/22/2025 9:23,185.6.100.175,185.45.211.15,36428,3306,TCP,ALLOW,14995,2405,34,7.9,RULE-3506,accept,vpn,external,21.68,0.54,23.62,36.65,6,TRUE
FW-20250428-X7TS5C82,4/28/2025 10:22,185.124.65.186,185.90.77.87,30440,0,ICMP,ALLOW,11721,18981,61,11.14,RULE-5294,accept,cloud,vpn,14.95,0.62,13.54,27.71,3,FALSE
FW-20250513-K7D4S0FI,5/13/2025 11:32,172.16.224.137,172.16.95.165,44935,0,ICMP,ALLOW,2367,4157,13,2.12,RULE-2817,accept,dmz,dmz,26.04,0.49,22.56,35.98,1,FALSE
FW-20250702-TSA8PYDU,7/2/2025 20:04,172.16.96.52,10.237.132.231,59377,443,TCP,ALLOW,3381,14912,36,3.02,RULE-1596,accept,dmz,internal,30.65,0.69,18.55,30.54,23,FALSE
FW-20250414-T07EK3KO,4/14/2025 3:15,185.219.166.129,185.144.7.52,26802,3389,TCP,ALLOW,15466,11732,54,9.3,RULE-1360,accept,vpn,cloud,29.6,0.34,19.4,35.14,28,TRUE
FW-20250531-4G6F0RBF,5/31/2025 18:12,172.16.115.51,172.16.219.201,48847,53,UDP,ALLOW,8635,9119,35,15.86,RULE-1019,accept,dmz,dmz,21.51,0.05,18.27,31.83,2,FALSE
FW-20250706-ZUQZUAEY,7/6/2025 11:29,172.16.229.193,10.31.159.6,19764,53,UDP,ALLOW,14187,18819,66,17,RULE-7510,accept,dmz,management,32.97,0.74,20.63,29.97,15,FALSE
FW-20250218-6M1P55TV,2/18/2025 4:58,185.13.244.16,185.141.83.178,62623,35620,ICMP,DENY,8486,7783,32,8.81,RULE-8344,drop,cloud,external,13.14,1.24,11.14,26.76,6,FALSE
FW-20250520-FUFLKGGF,5/20/2025 2:32,10.53.137.228,185.158.101.41,10808,8080,TCP,ALLOW,11746,3621,30,5.41,RULE-1993,accept,management,cloud,17.25,0.75,22.78,35.47,1,FALSE
FW-20250317-8Y71K7CV,3/17/2025 20:04,10.183.39.19,185.3.198.83,48880,8080,TCP,ALLOW,6806,15081,43,15.86,RULE-8827,accept,management,external,23.37,0.84,29.89,28.7,14,FALSE
FW-20250617-KE2KIBAA,6/17/2025 4:09,185.197.215.219,10.87.250.38,16374,3389,TCP,DENY,5442,3937,18,2.36,RULE-4034,drop,external,internal,26.11,0.27,18.34,29.44,6,FALSE
FW-20250401-31IUJUWK,4/1/2025 3:48,185.51.170.102,10.38.218.248,13952,0,ICMP,ALLOW,6169,16172,44,2.93,RULE-8927,accept,vpn,management,18.34,0.8,19.96,12.63,7,TRUE
FW-20250519-V53LFBXL,5/19/2025 9:32,185.216.235.212,172.16.112.208,31852,80,TCP,ALLOW,12094,12314,48,4.08,RULE-6629,accept,vpn,dmz,30.71,0.57,25.88,26.94,10,TRUE
FW-20250319-9TKOBSXE,3/19/2025 11:37,185.26.209.33,172.16.252.83,63239,53,UDP,ALLOW,15232,14625,59,7.32,RULE-8998,accept,cloud,dmz,32.19,0.76,24.05,33.03,1,FALSE
FW-20250522-NUO1037S,5/22/2025 8:42,10.247.131.77,185.20.177.100,52158,22,TCP,ALLOW,15356,6481,43,6.71,RULE-9985,accept,management,vpn,23.54,1.17,22.64,39.4,17,FALSE
FW-20250310-T6M6RLA1,3/10/2025 16:22,185.186.204.68,10.72.180.205,30141,443,TCP,ALLOW,6549,611,14,10.98,RULE-4926,accept,vpn,management,18.06,0.54,19.19,32.81,1,TRUE
FW-20250515-2P2LMQD0,5/15/2025 14:21,185.147.243.193,185.148.120.49,57085,22,TCP,ALLOW,18068,3676,43,4.07,RULE-4749,accept,external,external,22.31,0,26.15,28.31,10,FALSE
FW-20250701-OO6CX8GJ,7/1/2025 8:58,172.16.10.42,185.69.139.94,56125,3306,TCP,ALLOW,17576,8650,52,9.76,RULE-3355,accept,dmz,cloud,39.44,0.75,30.82,40.86,9,FALSE
FW-20250523-WNLRQCMU,5/23/2025 3:26,10.164.25.45,10.125.202.238,41066,8080,TCP,ALLOW,10737,13653,48,7.22,RULE-2901,accept,internal,management,22.13,1.23,17.29,29.7,28,TRUE
FW-20250529-LFNIYDF5,5/29/2025 1:39,10.155.252.92,10.229.112.49,4001,0,ICMP,ALLOW,5494,15663,42,9.13,RULE-6317,accept,management,management,22.43,1.48,24.35,29.54,11,FALSE
FW-20250502-MYAJOE1I,5/2/2025 5:03,185.218.140.146,10.175.36.124,17306,3306,TCP,ALLOW,4536,14671,38,9.02,RULE-1866,accept,external,management,15.93,0.11,10.61,38.41,15,FALSE
FW-20250408-U64PC0I1,4/8/2025 22:08,185.192.87.111,185.130.102.149,30733,22,TCP,ALLOW,6336,8821,30,0.1,RULE-7337,accept,cloud,external,18.52,1.21,16,30.49,4,FALSE
FW-20250527-WR0HLZP4,5/27/2025 0:04,185.208.128.189,185.13.161.111,23124,5432,TCP,ALLOW,6384,100,12,7.6,RULE-9523,accept,cloud,external,997.85,18.17,88.22,32.04,24,FALSE
FW-20250616-BA1PWZTJ,6/16/2025 14:43,185.117.10.28,10.178.180.195,23031,0,ICMP,ALLOW,15983,18294,68,14.13,RULE-6091,accept,vpn,management,21.72,0.75,20.52,36.16,41,TRUE
FW-20250526-UYW9V8RS,5/26/2025 1:56,185.66.155.225,185.56.188.3,59761,0,ICMP,ALLOW,15185,13943,58,7.55,RULE-9680,accept,cloud,external,28.88,0,23.26,32.18,27,FALSE
FW-20250709-PPT9Q3RU,7/9/2025 11:50,185.43.221.161,10.44.210.44,14398,443,TCP,ALLOW,10246,18529,57,11.99,RULE-5870,accept,external,management,13.28,0.27,18.94,32.45,8,FALSE
FW-20250708-7EL3DZGF,7/8/2025 19:29,172.16.189.222,10.73.115.61,17317,3389,TCP,ALLOW,15525,7020,45,8.52,RULE-5548,accept,dmz,management,22.27,0.33,9.19,29.92,1,FALSE
FW-20250315-YCDO9SX0,3/15/2025 2:31,185.53.238.95,10.148.2.70,21205,443,TCP,ALLOW,8725,12845,43,0.1,RULE-3831,accept,vpn,management,18.58,0.44,24.07,31.25,12,TRUE
FW-20250627-YGPR0UIR,6/27/2025 4:14,185.185.170.157,172.16.231.96,62018,80,TCP,ALLOW,8822,19224,56,4.42,RULE-4354,accept,cloud,dmz,17.06,0.2,19.43,31.21,4,FALSE
FW-20250325-7U30LSGF,3/25/2025 14:14,185.250.39.36,10.177.120.157,37794,3306,TCP,ALLOW,14646,11197,51,9.88,RULE-5439,accept,cloud,internal,24.46,0.3,25.36,32.43,1,FALSE
FW-20250502-8VAQEFC0,5/2/2025 20:28,185.114.216.177,185.56.218.215,26074,22,TCP,ALLOW,5447,14616,40,9,RULE-6450,accept,vpn,vpn,18.49,1.02,17.25,31.17,7,TRUE
FW-20250520-ERWDD5I7,5/20/2025 10:02,172.16.253.247,185.166.94.165,31361,0,ICMP,ALLOW,7671,3978,23,0.1,RULE-2568,accept,dmz,external,30.1,0.16,25.3,27.37,23,FALSE
FW-20250624-R4XHTN0U,6/24/2025 22:55,10.129.112.142,185.61.0.115,10768,0,ICMP,ALLOW,13993,12507,53,2.29,RULE-8555,accept,management,cloud,21.07,1.27,16.14,28.5,1,FALSE
FW-20250708-089XY5VV,7/8/2025 21:00,10.52.86.157,10.0.103.161,39568,195,TCP,DENY,5513,18872,12,0.28,RULE-9388,drop,management,internal,17.55,1.31,22.25,42,15,FALSE
FW-20250416-I60M6GDJ,4/16/2025 23:28,10.210.206.222,172.16.118.127,53997,53,UDP,ALLOW,7194,16540,47,16.28,RULE-2419,accept,internal,dmz,28.09,1.26,21.54,30.4,44,TRUE
FW-20250616-SVP5DUCO,6/16/2025 23:58,185.171.228.157,185.70.77.11,59402,272,TCP,DENY,10385,10617,5,0.51,RULE-1114,drop,external,external,21.78,0.61,21.3,26.01,17,FALSE
FW-20250404-1CD9TS2N,4/4/2025 14:17,185.37.12.240,10.119.182.116,19870,80,TCP,ALLOW,9208,11304,41,9.47,RULE-5262,accept,cloud,management,23.53,0.36,20.61,25.96,6,FALSE
FW-20250627-I03JV23M,6/27/2025 17:43,185.244.13.210,172.16.235.106,32190,80,TCP,ALLOW,12788,24594,74,15.82,RULE-8254,accept,external,dmz,33.59,0.92,28.47,27.28,17,FALSE
FW-20250404-CTU8P73X,4/4/2025 0:12,172.16.132.23,10.199.138.16,4408,1002,TCP,DENY,11217,12534,1,0.73,RULE-8122,drop,dmz,internal,24.44,0.26,16.62,34.9,1,FALSE
FW-20250506-34CGY3L4,5/6/2025 21:25,10.25.244.106,185.165.211.43,7359,8080,TCP,ALLOW,2799,17434,40,3.99,RULE-6657,accept,management,external,29.72,1.01,22.27,30.49,3,FALSE
FW-20250203-5UOO64OW,2/3/2025 1:56,185.237.47.172,172.16.45.217,2670,0,ICMP,ALLOW,11369,2225,27,10.39,RULE-1846,accept,external,dmz,20.12,0.22,14.78,26.64,18,FALSE
FW-20250328-S5LN01FZ,3/28/2025 6:42,185.158.21.89,10.48.154.199,61746,3389,TCP,ALLOW,11951,5347,34,4.48,RULE-5658,accept,cloud,internal,21.53,0.81,24.43,25.75,1,FALSE
FW-20250626-VUQ5EIP8,6/26/2025 12:40,185.101.34.240,10.172.199.124,29746,443,TCP,ALLOW,9302,8059,34,0.1,RULE-9540,accept,external,internal,15.95,1.17,23.47,25.89,8,FALSE
FW-20250412-W7NGSL69,4/12/2025 15:11,10.165.34.173,185.37.216.75,5266,5432,TCP,ALLOW,12783,18995,63,7.86,RULE-1740,accept,management,external,1327.08,13.44,86.64,28.25,27,FALSE
FW-20250415-PSAK1M46,4/15/2025 5:18,10.175.182.171,10.146.43.238,61530,8080,TCP,ALLOW,13557,100,27,6.23,RULE-9352,accept,management,internal,29.98,1.24,29.82,28.5,14,FALSE
FW-20250328-HFGZ9ZRA,3/28/2025 19:42,185.240.139.142,172.16.222.22,5829,3389,TCP,ALLOW,5511,14446,39,4.24,RULE-9774,accept,external,dmz,32.58,0.75,26.46,26.28,1,FALSE
FW-20250228-APQSGD0F,2/28/2025 21:32,10.1.227.19,10.228.185.92,25000,53,UDP,ALLOW,7736,3366,22,9.79,RULE-8658,accept,management,internal,25.28,0.75,19.8,36.23,6,FALSE
FW-20250526-Y4F7CGWI,5/26/2025 2:54,10.159.158.234,185.9.87.193,57051,25,TCP,ALLOW,5255,12927,36,9.42,RULE-8557,accept,management,cloud,32.89,1.15,20.15,31.53,1,FALSE
FW-20250515-A3A1R31I,5/15/2025 16:56,185.200.226.47,10.26.137.62,4033,8080,TCP,ALLOW,18304,14887,66,13.04,RULE-5815,accept,vpn,internal,35.06,0,27.28,38.04,1,TRUE
FW-20250505-HOM2DKSJ,5/5/2025 15:05,185.199.83.120,185.243.80.131,62467,5432,TCP,ALLOW,774,8589,18,10.35,RULE-5559,accept,external,cloud,18.92,0,18.77,32.97,9,FALSE
FW-20250208-OAUIOMC4,2/8/2025 15:34,185.145.232.70,10.252.78.25,54931,0,ICMP,ALLOW,6814,12396,38,5.93,RULE-9176,accept,vpn,management,27.41,0.67,16.5,29.86,15,TRUE
FW-20250328-2EQ7AM0W,3/28/2025 10:44,185.169.194.145,185.117.89.2,25750,8080,TCP,ALLOW,2483562,8039,7785,1.55,RULE-2138,accept,cloud,vpn,564.14,0.35,88.42,87.16,19950,FALSE
FW-20250427-2R1EYDRU,4/27/2025 23:03,172.16.147.173,185.111.29.19,25240,22,TCP,ALLOW,8821,14667,46,8.03,RULE-9631,accept,dmz,external,22.24,0,22.47,38.25,1,FALSE
FW-20250607-8TMFOUYX,6/7/2025 12:58,10.131.175.181,185.64.75.26,64860,0,ICMP,ALLOW,12979,26228,78,16.92,RULE-7261,accept,management,vpn,10.82,0.77,7.66,36.08,13,FALSE
FW-20250626-BSGT9N9G,6/26/2025 5:59,185.52.58.99,185.43.188.20,2236,5432,TCP,ALLOW,16310,8768,50,14.26,RULE-9481,accept,external,external,26.85,0.14,19.09,39.77,9,FALSE
FW-20250316-G0M0ICTG,3/16/2025 10:23,10.210.253.59,185.0.104.176,18410,22,TCP,ALLOW,14196,10590,49,6.46,RULE-2729,accept,management,external,26.57,1.1,26.21,39.17,31,FALSE
FW-20250504-Q8CNO793,5/4/2025 11:04,185.147.5.79,10.134.59.118,30830,443,TCP,ALLOW,22345,19399,83,6.03,RULE-8897,accept,vpn,internal,18.7,0.33,23.45,32.73,2,TRUE
FW-20250514-OMB3X4IO,5/14/2025 17:39,172.16.60.224,10.60.180.71,1431,25,TCP,ALLOW,10290,17694,55,3.38,RULE-9420,accept,dmz,internal,26.97,0.12,12.23,26.06,16,FALSE
FW-20250302-C9YZ7MPZ,3/2/2025 18:30,10.78.236.17,10.96.205.16,15598,0,ICMP,ALLOW,481,17564,36,6.24,RULE-6648,accept,internal,internal,32.05,0,21.93,31.97,4,TRUE
FW-20250705-Z54HBB8Y,7/5/2025 10:30,172.16.220.252,10.78.133.109,51457,58710,TCP,DENY,15375,14812,60,9.72,RULE-6803,drop,dmz,management,26.93,0.68,22.66,29.3,12,FALSE
FW-20250510-OE14EW7H,5/10/2025 6:57,185.250.176.175,10.169.192.172,42081,8080,TCP,ALLOW,13367,11697,50,2.42,RULE-3845,accept,vpn,internal,17.02,0.83,22.57,28.77,21,TRUE
FW-20250301-B6JQK9TA,3/1/2025 3:18,185.186.122.220,10.149.5.22,64125,509,TCP,DENY,21354,11782,15,0.48,RULE-2912,drop,external,internal,23.9,0.63,26.46,31.43,23,FALSE
FW-20250324-FYNEIL6D,3/24/2025 21:14,185.204.92.161,185.96.198.70,62835,53,UDP,ALLOW,10975,25244,72,21.37,RULE-3404,accept,external,cloud,19.48,0,16.54,25.55,23,FALSE
FW-20250427-PMVTFA7M,4/27/2025 0:22,185.23.94.81,185.57.126.16,57441,25,TCP,ALLOW,11201,16236,54,8.76,RULE-6089,accept,external,vpn,24.05,1.13,14.28,31.77,12,FALSE
FW-20250403-85UBLWMM,4/3/2025 23:08,172.16.220.190,185.42.145.110,60980,80,TCP,ALLOW,6538,12724,38,8.76,RULE-7298,accept,dmz,vpn,591.14,12.9,99.56,28.61,33,FALSE
FW-20250329-EZUW2UOZ,3/29/2025 14:33,185.228.192.154,10.155.87.214,57029,5432,TCP,ALLOW,12448,18409,61,7.65,RULE-4568,accept,external,management,21.18,1.97,23.15,35.46,23,FALSE
FW-20250315-2WSZ88HC,3/15/2025 10:10,185.57.214.75,185.99.90.24,7537,60986,ICMP,DENY,7496,3466,21,0.47,RULE-6055,drop,vpn,cloud,21.16,0.95,15.65,23.87,3,TRUE
FW-20250502-XYCFUZR9,5/2/2025 14:51,185.87.138.37,10.18.76.98,47943,443,TCP,ALLOW,11467,10109,43,3.2,RULE-2055,accept,vpn,internal,33.34,1.35,22.2,31.22,2,TRUE
