Event_id,Timestamp,Db_instance,Db_user,Query_type,Table_name,Rows_returned,Rows_modified,Execution_time_ms,Cpu_db_usage_percent,Memory_db_usage_percent,Lock_wait_time_ms,Deadlock_flag,Full_table_scan_flag,Index_usage_flag,Active_sessions,Connection_pool_usage_percent,Transaction_log_growth_mb,Backup_running_flag
DB08218,3/11/2025 17:25,DB02,etl_user,DELETE,payment_history,209,68,123.33,55.76,58.44,175,0,0,1,29,63.52,58,0
DB08219,4/25/2025 1:03,DB-CORE,admin,SELECT,loans,95,32,180.42,43.23,51.05,237,0,0,1,36,88.35,63,0
DB08220,5/9/2025 0:35,DB-PAY,etl_user,DELETE,fraud_alerts,44,12,97.71,38.45,48.69,391,0,0,1,29,62.29,9,0
DB08221,5/31/2025 11:02,DB01,etl_user,UPDATE,loans,86,1,401.59,56.87,54.44,460,0,1,0,23,47.27,1,0
DB08222,5/12/2025 18:01,DB01,app_user,UPDATE,transactions,162,5,449.71,46.68,74.22,163,0,1,0,20,52.14,4,1
DB08223,3/9/2025 6:51,DB-CORE,etl_user,SELECT,fraud_alerts,131,16,287.53,47.62,58.47,652,1,0,1,33,80.1,17,0
DB08224,6/9/2025 9:58,DB02,report_user,SELECT,audit_logs,110,54,136.15,52.42,54.13,214,0,0,1,29,71.88,41,1
DB08225,5/15/2025 7:47,DB-CORE,app_user,UPDATE,audit_logs,137,38,124.15,55.24,56.53,195,0,0,1,31,79.13,65,0
DB08226,5/13/2025 12:32,DB01,admin,INSERT,accounts,49,7,579.53,51.46,53.88,158,0,1,0,26,77.33,8,0
DB08227,5/15/2025 13:06,DB01,app_user,DELETE,audit_logs,490,4,467.28,67.09,89.04,273,0,0,1,27,76.77,3,0
DB08228,3/27/2025 7:44,DB01,app_user,INSERT,accounts,68,24,112.32,57.33,52.4,200,0,0,1,33,74.08,25,0
DB08229,6/22/2025 6:27,DB-CORE,etl_user,INSERT,fraud_alerts,35,15,257.83,41.52,52.35,532,1,0,1,25,59.58,15,0
DB08230,6/23/2025 1:06,DB-CORE,etl_user,DELETE,payment_history,143,26,75.74,53.45,46.25,171,0,0,1,29,59.3,28,0
DB08231,3/19/2025 23:18,DB02,admin,DELETE,payment_history,1,0,94,45,49.9,180,0,0,1,31,69.73,0,0
DB08232,5/9/2025 0:20,DB-CORE,app_user,DELETE,fraud_alerts,180,64,73.71,53.54,45.06,201,0,0,1,30,76.43,49,0
DB08233,3/26/2025 4:28,DB-CORE,etl_user,UPDATE,payment_history,1410,28,545.72,51.3,58.46,183,0,0,1,24,63.29,44,0
DB08234,2/24/2025 1:57,DB01,etl_user,SELECT,accounts,54,16,87.42,38.53,49.5,261,0,0,1,18,49.1,15,0
DB08235,5/27/2025 6:28,DB-CORE,etl_user,UPDATE,audit_logs,41,0,74.13,39.64,43.08,273,0,0,1,22,54.9,0,0
DB08236,7/8/2025 19:22,DB02,app_user,DELETE,payment_history,92,42,115.1,37.03,46.67,262,0,0,1,29,67.14,38,1
DB08237,7/9/2025 13:04,DB-CORE,report_user,DELETE,accounts,96,47,420.74,54.48,56.15,171,0,1,0,25,66.55,29,0
DB08238,5/16/2025 14:11,DB-PAY,report_user,SELECT,transactions,77,1,94.95,55.47,46.83,114,0,0,1,21,58.01,0,0
DB08239,6/13/2025 8:08,DB02,admin,UPDATE,fraud_alerts,131,59,108.31,50.02,54.85,127,0,0,1,25,74.83,97,0
DB08240,4/15/2025 21:15,DB02,report_user,INSERT,accounts,106,4,82.54,51.25,48.14,110,0,0,1,22,50.88,5,0
DB08241,6/17/2025 7:01,DB-CORE,report_user,UPDATE,transactions,50,11,96.59,45.24,56.98,145,0,0,1,29,84.22,7,0
DB08242,2/3/2025 3:22,DB-PAY,etl_user,SELECT,audit_logs,119,2,79.1,51.11,48.24,184,0,0,1,28,59.62,2,1
DB08243,2/2/2025 22:00,DB02,etl_user,UPDATE,cards,131,22,153.39,41.85,51.11,122,0,0,1,23,62.52,29,1
DB08244,4/6/2025 6:09,DB-PAY,etl_user,SELECT,audit_logs,42,6,92.13,45.3,52.73,172,0,0,1,32,72.14,4,0
DB08245,6/29/2025 17:49,DB01,admin,SELECT,fraud_alerts,21,0,146.99,47.22,55.54,195,0,0,1,35,100,0,0
DB08246,6/21/2025 3:57,DB01,admin,INSERT,cards,10,3,86.01,41.2,48.96,174,0,0,1,27,59.48,3,0
DB08247,4/18/2025 23:00,DB-PAY,admin,DELETE,payment_history,63,13,142.53,49.21,62.68,208,0,0,1,34,94.06,25,0
DB08248,4/6/2025 14:07,DB02,etl_user,UPDATE,loans,124,39,163.87,37.93,53.53,483,1,0,1,22,53.85,76,0
DB08249,3/9/2025 5:44,DB02,admin,SELECT,loans,55,24,92.79,32.23,58.52,139,0,0,1,23,57.38,33,0
DB08250,5/21/2025 15:16,DB-PAY,etl_user,UPDATE,transactions,123,36,165.08,39.72,50.71,375,0,0,1,27,75.2,39,1
DB08251,4/22/2025 17:13,DB-CORE,admin,INSERT,fraud_alerts,86,28,118.74,48.69,57.21,271,0,0,1,29,64.89,20,0
DB08252,4/27/2025 5:24,DB01,admin,UPDATE,transactions,103,8,151.9,41.24,46.99,156,0,0,1,27,56.66,4,0
DB08253,7/8/2025 17:27,DB-PAY,etl_user,SELECT,accounts,33,10,526.54,53.21,53.48,145,0,1,0,26,57.78,5,0
DB08254,2/28/2025 11:09,DB-PAY,admin,DELETE,payment_history,70,25,78.64,30.38,47.31,432,0,0,1,43,76.14,32,0
DB08255,6/14/2025 3:38,DB-PAY,report_user,UPDATE,customers,39,2,282.65,48.57,38.8,738,1,0,1,28,66.11,3,0
DB08256,2/11/2025 17:53,DB-PAY,report_user,INSERT,customers,17,0,134.27,41.57,62.94,197,0,0,1,32,90.08,0,0
DB08257,6/17/2025 11:00,DB-CORE,etl_user,SELECT,audit_logs,55,21,78.86,46.74,45.85,116,0,0,1,23,63.74,36,0
DB08258,2/6/2025 12:41,DB-CORE,app_user,INSERT,accounts,113,21,123.76,53.18,51.71,147,0,0,1,21,61.45,32,0
DB08259,3/24/2025 16:26,DB-PAY,report_user,INSERT,loans,122,53,172.85,48.67,43.48,258,0,0,1,39,80.04,61,1
DB08260,2/28/2025 23:19,DB-PAY,etl_user,UPDATE,fraud_alerts,119,53,123.85,52.81,53.26,496,0,0,1,46,97.16,101,0
DB08261,3/9/2025 18:27,DB01,report_user,DELETE,loans,82,26,112.64,43.56,44.94,211,0,0,1,31,92.83,38,0
DB08262,2/12/2025 3:12,DB02,app_user,SELECT,payment_history,112,18,63.71,44.7,43.28,495,0,0,1,42,64.21,34,0
DB08263,7/12/2025 10:03,DB-CORE,etl_user,SELECT,customers,120,54,127.23,43.39,46.09,218,0,0,1,29,75.76,88,0
DB08264,5/4/2025 4:00,DB02,admin,DELETE,loans,101,7,278.97,41.53,51.91,1082,1,0,1,29,60.92,11,0
DB08265,5/12/2025 7:39,DB02,app_user,SELECT,audit_logs,1,0,94.69,45.35,47.14,172,0,0,1,27,78.65,0,0
DB08266,3/19/2025 5:34,DB01,app_user,INSERT,payment_history,68,13,99.93,51.02,51.61,111,0,0,1,21,60.66,8,0
DB08267,4/9/2025 19:36,DB01,admin,INSERT,accounts,187,18,107.73,46.14,59.11,133,0,0,1,22,48.82,31,0
DB08268,3/12/2025 5:25,DB-CORE,report_user,SELECT,fraud_alerts,171,65,137.47,39.79,56.7,142,0,0,1,26,62.69,109,0
DB08269,6/13/2025 16:03,DB-CORE,etl_user,SELECT,loans,86,8,103.32,46.2,56.73,230,0,0,1,24,52.14,12,0
DB08270,2/23/2025 7:09,DB-CORE,report_user,UPDATE,fraud_alerts,84,14,124.64,48.08,50.87,515,0,0,1,40,51.47,7,0
DB08271,6/28/2025 11:04,DB01,admin,INSERT,accounts,109,36,154.28,51.3,53.05,159,0,0,1,27,57.69,19,0
DB08272,3/2/2025 0:12,DB-CORE,etl_user,SELECT,fraud_alerts,88,1,62.07,38.92,35.04,153,0,0,1,17,39.63,1,0
DB08273,4/22/2025 17:13,DB01,report_user,UPDATE,audit_logs,99,37,103.9,38.96,46.44,189,0,0,1,24,57.46,38,0
DB08274,4/26/2025 13:20,DB-CORE,etl_user,DELETE,cards,108,39,159.85,47.84,48.03,200,0,0,1,32,80.95,31,0
DB08275,3/8/2025 20:01,DB01,app_user,SELECT,loans,70,11,106.03,48.5,51.13,218,0,0,1,30,79.28,11,0
DB08276,6/18/2025 9:45,DB02,report_user,SELECT,cards,159,37,140.15,54.89,48.66,285,0,0,1,26,65,37,0
DB08277,2/1/2025 22:53,DB02,admin,INSERT,accounts,100,43,86.59,43.79,50.32,177,0,0,1,22,53.42,33,1
DB08278,6/22/2025 20:07,DB01,admin,UPDATE,cards,23,11,241.61,44.57,57.19,698,1,0,1,30,65.14,13,0
DB08279,7/7/2025 16:44,DB02,etl_user,UPDATE,accounts,117,49,126.73,41.31,40.55,162,0,0,1,28,66.58,60,1
DB08280,6/2/2025 6:11,DB-PAY,admin,INSERT,audit_logs,101,13,66.47,42.05,50.32,121,0,0,1,20,55.26,8,0
DB08281,3/10/2025 9:45,DB-PAY,etl_user,INSERT,accounts,47,12,52.14,49.44,50.34,149,0,0,1,29,78.8,19,0
DB08282,2/15/2025 5:24,DB01,app_user,SELECT,fraud_alerts,28,6,127.56,45.02,47.37,163,0,0,1,26,54.82,5,0
DB08283,3/31/2025 22:00,DB-CORE,admin,INSERT,loans,79,24,114.6,45.41,45.83,215,0,0,1,20,48.23,28,0
DB08284,5/14/2025 5:22,DB02,report_user,INSERT,audit_logs,120,16,142.08,48.92,52.21,241,0,0,1,25,52.29,22,0
DB08285,4/12/2025 5:36,DB-PAY,admin,INSERT,payment_history,109,42,163.78,40.45,49.31,912,1,0,1,24,52.57,24,0
DB08286,7/12/2025 18:45,DB01,etl_user,INSERT,fraud_alerts,32,7,67.88,38.95,50.48,381,0,0,1,20,43.71,7,0
DB08287,5/26/2025 2:19,DB01,app_user,DELETE,accounts,66,6,128.49,34.99,53.34,204,0,0,1,25,70.73,10,0
DB08288,4/18/2025 11:30,DB-CORE,report_user,SELECT,audit_logs,122,57,242.62,51.1,50.42,650,1,0,1,28,65.32,39,0
DB08289,3/3/2025 21:49,DB-CORE,report_user,SELECT,audit_logs,139,42,121.26,42.44,41.73,330,0,0,1,27,73.12,34,1
DB08290,4/18/2025 14:50,DB01,app_user,UPDATE,customers,86,14,113.46,52.08,59.22,559,0,0,1,42,73.58,27,0
DB08291,6/2/2025 5:55,DB-CORE,report_user,UPDATE,cards,116,4,156.5,56.98,55.09,196,0,0,1,32,76.51,7,0
DB08292,4/9/2025 22:34,DB01,etl_user,INSERT,accounts,157,28,281.71,44.92,55.2,581,1,0,1,22,55.06,25,0
DB08293,7/8/2025 20:27,DB01,etl_user,INSERT,transactions,80,0,107.78,45.01,40.74,133,0,0,1,20,52.1,0,0
DB08294,4/26/2025 10:36,DB-PAY,app_user,UPDATE,transactions,98,6,512.2,66.19,56.22,133,0,1,0,23,59.61,9,0
DB08295,4/17/2025 1:07,DB01,report_user,UPDATE,fraud_alerts,19,4,123.86,48.09,48.47,145,0,0,1,24,55.8,2,0
DB08296,4/6/2025 13:02,DB-CORE,app_user,UPDATE,accounts,116,22,98.88,47.12,45.5,187,0,0,1,19,50.8,31,0
DB08297,2/8/2025 3:23,DB01,admin,DELETE,loans,106,48,91.1,42.86,57.15,145,0,0,1,26,66.8,72,1
DB08298,5/3/2025 1:18,DB02,report_user,INSERT,payment_history,110,43,67.17,46.9,50.42,140,0,0,1,27,64.29,23,1
DB08299,3/8/2025 15:04,DB02,app_user,DELETE,transactions,193,63,92.81,38.28,47.48,142,0,0,1,24,53.56,53,0
DB08300,4/13/2025 19:11,DB-PAY,admin,INSERT,audit_logs,100,0,128.14,44.92,43.88,382,0,0,1,30,65.65,0,0
DB08301,5/30/2025 14:31,DB02,app_user,INSERT,accounts,178,65,139.95,42.21,45.11,616,1,0,1,16,36.96,68,1
DB08302,5/5/2025 5:26,DB-CORE,report_user,DELETE,customers,95,39,213.16,27.47,52.77,671,1,0,1,24,48.1,75,0
DB08303,7/7/2025 20:21,DB02,admin,UPDATE,loans,96,25,132.46,38.25,48.77,110,0,0,1,22,53.57,29,0
DB08304,6/28/2025 11:25,DB-CORE,etl_user,DELETE,cards,675,54,292.22,45.03,53.67,251,0,1,0,30,85.04,71,1
DB08305,4/23/2025 4:07,DB01,app_user,INSERT,audit_logs,81,13,78.02,49.06,47.53,223,0,0,1,29,61.64,7,1
DB08306,6/13/2025 14:00,DB01,admin,SELECT,accounts,65,13,101.87,42.79,49.83,189,0,0,1,29,82.16,15,0
DB08307,2/27/2025 19:56,DB-CORE,report_user,UPDATE,fraud_alerts,152,40,96.38,36.07,48.7,142,0,0,1,23,60.31,61,0
DB08308,5/2/2025 8:41,DB-PAY,report_user,UPDATE,customers,131,13,113.43,46.06,51.2,128,0,0,1,24,56.1,25,0
DB08309,4/19/2025 4:06,DB-CORE,etl_user,INSERT,customers,60,2,405.52,45.17,51.13,213,0,1,0,35,94.23,2,0
DB08310,5/13/2025 2:43,DB-CORE,admin,INSERT,fraud_alerts,154,45,98.55,48.73,50.28,119,0,0,1,22,62.72,51,0
DB08311,5/27/2025 16:53,DB-PAY,app_user,SELECT,cards,149,68,99.78,38.45,47.86,140,0,0,1,27,63.42,77,1
DB08312,2/18/2025 13:59,DB-PAY,report_user,SELECT,accounts,23,5,114.51,45.51,54.4,222,0,0,1,27,70.13,4,0
DB08313,7/5/2025 12:31,DB-PAY,app_user,SELECT,fraud_alerts,63,16,120.32,53.02,44.39,140,0,0,1,26,54.63,16,0
DB08314,5/2/2025 14:35,DB01,etl_user,DELETE,fraud_alerts,1,0,113.82,48.77,48.8,224,0,0,1,37,93.43,0,0
DB08315,4/23/2025 4:19,DB-CORE,etl_user,INSERT,fraud_alerts,56,25,624.87,68.05,58.11,191,0,1,0,26,70.44,13,1
DB08316,5/2/2025 9:29,DB-CORE,app_user,SELECT,audit_logs,152,30,124.13,43.64,40.03,160,0,0,1,26,57.14,38,0
DB08317,2/9/2025 4:04,DB-PAY,etl_user,UPDATE,audit_logs,40,19,107.7,48.42,52.53,139,0,0,1,27,62.85,35,0
DB08318,5/16/2025 8:51,DB-PAY,etl_user,INSERT,cards,208,24,109.73,44.8,50.99,101,0,0,1,19,40.76,22,0
DB08319,2/19/2025 20:22,DB-CORE,admin,SELECT,payment_history,23,7,115.63,49,51.65,317,0,0,1,27,76.34,7,0
DB08320,7/1/2025 11:20,DB01,report_user,INSERT,loans,84,32,131.51,44.32,41.76,178,0,0,1,22,53.14,45,0
DB08321,3/5/2025 13:48,DB01,etl_user,SELECT,cards,169,23,119.61,50.19,57.16,242,0,0,1,31,85.37,42,0
DB08322,4/5/2025 15:11,DB-PAY,admin,INSERT,loans,119,17,120.91,42.55,41.42,131,0,0,1,20,45.63,13,1
DB08323,4/15/2025 11:08,DB-CORE,etl_user,SELECT,accounts,129,54,97.92,54.36,51.39,211,0,0,1,33,68.09,31,0
DB08324,5/14/2025 4:13,DB01,etl_user,UPDATE,accounts,100,33,99.59,53.74,45.44,172,0,0,1,26,62.57,62,0
DB08325,4/8/2025 6:15,DB-CORE,admin,INSERT,loans,63,8,156.91,52.63,49.67,161,0,0,1,31,66.64,4,1
DB08326,2/22/2025 23:16,DB01,report_user,DELETE,cards,134,38,82.75,51.34,55.05,126,0,0,1,25,50.07,45,0
DB08327,5/22/2025 23:21,DB02,etl_user,UPDATE,loans,181,83,142.78,58.37,48.72,228,0,0,1,29,66.15,97,0
DB08328,5/20/2025 17:06,DB02,etl_user,DELETE,cards,14,6,98.22,38.97,39.69,155,0,0,1,26,61.33,11,0
DB08329,4/18/2025 10:31,DB-PAY,app_user,DELETE,accounts,110,7,108.71,48.38,44.81,214,0,0,1,27,71.88,4,0
DB08330,7/14/2025 10:43,DB-PAY,etl_user,INSERT,accounts,74,10,142.94,49.91,54.54,430,0,0,1,39,92.18,15,0
DB08331,7/14/2025 21:24,DB-CORE,etl_user,SELECT,loans,72,1,61.99,34.26,46.99,129,0,0,1,24,66.56,1,0
DB08332,5/20/2025 6:58,DB-PAY,app_user,DELETE,cards,157,6,109.08,43.11,51.68,116,0,0,1,23,60.78,9,1
DB08333,5/5/2025 1:01,DB01,app_user,INSERT,customers,1,0,87.28,38.64,42.07,209,0,0,1,25,54.51,0,0
DB08334,3/5/2025 8:55,DB01,app_user,INSERT,accounts,1340,4,454.33,72.45,81.29,122,0,0,1,23,60.2,2,0
DB08335,6/3/2025 4:59,DB01,app_user,INSERT,payment_history,51,24,97.83,39.48,45.06,295,0,0,1,23,64.35,46,0
DB08336,2/24/2025 10:23,DB-CORE,etl_user,DELETE,customers,111,2,105.02,42.1,52.8,110,0,0,1,21,58.5,3,0
DB08337,2/23/2025 0:43,DB01,etl_user,SELECT,audit_logs,159,10,100.52,50.14,42.08,186,0,0,1,27,55.37,16,0
DB08338,3/3/2025 21:06,DB-PAY,admin,INSERT,transactions,39,4,118.27,45.82,46,138,0,0,1,27,59.5,6,0
DB08339,6/18/2025 16:25,DB02,report_user,UPDATE,fraud_alerts,80,10,71.3,40.03,45.78,142,0,0,1,23,61.64,17,0
DB08340,3/23/2025 21:11,DB02,app_user,UPDATE,fraud_alerts,42,1,87.49,38.21,48.78,304,0,0,1,30,56.24,0,0
DB08341,3/29/2025 13:16,DB-PAY,admin,INSERT,customers,48,9,190.64,38.31,49.73,1115,1,0,1,25,62.02,7,0
DB08342,5/28/2025 13:10,DB-PAY,etl_user,UPDATE,loans,52,19,128.08,55.66,57.94,165,0,0,1,33,79.01,9,1
DB08343,5/8/2025 9:16,DB01,admin,DELETE,audit_logs,62,24,77.95,45.32,48.36,134,0,0,1,19,44.86,20,0
DB08344,5/24/2025 6:41,DB01,admin,SELECT,payment_history,102,4,332.96,56.76,61.32,189,0,1,0,24,70.67,7,0
DB08345,6/18/2025 7:01,DB-PAY,admin,INSERT,accounts,89,31,121.79,37.17,46.67,133,0,0,1,24,71.84,48,0
DB08346,4/26/2025 18:54,DB01,app_user,INSERT,cards,92,38,175.39,47.43,53.95,241,0,0,1,33,84.23,61,0
DB08347,3/25/2025 10:33,DB-CORE,etl_user,SELECT,payment_history,69,4,131.21,37.79,42.61,179,0,0,1,25,56.36,7,0
DB08348,3/23/2025 20:28,DB-PAY,app_user,SELECT,cards,108,9,85.06,43.98,46.8,164,0,0,1,27,63.15,4,0
DB08349,3/25/2025 2:07,DB01,etl_user,UPDATE,customers,111,33,119.82,44.79,50.17,250,0,0,1,26,69.44,46,1
DB08350,4/27/2025 6:49,DB01,report_user,UPDATE,cards,26,11,131.73,43.15,53.76,445,0,0,1,32,90.34,21,0
DB08351,3/1/2025 6:07,DB02,admin,INSERT,transactions,105,8,288.68,48.95,53.84,157,0,1,0,21,43.37,13,0
DB08352,5/6/2025 23:19,DB-PAY,admin,DELETE,customers,127,5,100.77,42.86,45.94,116,0,0,1,21,51.49,8,1
DB08353,7/8/2025 23:11,DB01,report_user,INSERT,loans,151,17,75.5,42.32,45.39,129,0,0,1,24,67.69,29,0
DB08354,6/27/2025 8:04,DB-CORE,admin,SELECT,loans,16,1,127.7,47.1,51.26,158,0,0,1,29,67.91,0,0
DB08355,5/6/2025 5:56,DB02,report_user,DELETE,loans,160,39,109.82,45.83,46.08,193,0,0,1,24,49.43,19,0
DB08356,6/2/2025 13:48,DB-PAY,report_user,DELETE,loans,143,7,93.1,44.94,40.23,180,0,0,1,24,71.8,12,0
DB08357,6/1/2025 10:34,DB-CORE,app_user,SELECT,loans,199,46,80.06,49.06,48.11,308,0,0,1,38,66.65,83,0
DB08358,6/28/2025 2:47,DB-PAY,admin,DELETE,transactions,1270,55,326.2,76.03,60.31,150,0,0,1,17,48.85,60,0
DB08359,3/1/2025 15:06,DB-PAY,report_user,INSERT,loans,127,5,100.33,38.78,52.01,553,0,0,1,42,86.03,5,0
DB08360,3/7/2025 12:24,DB-CORE,app_user,DELETE,fraud_alerts,146,30,60.04,37.64,39.84,114,0,0,1,16,44.52,23,0
DB08361,3/15/2025 14:30,DB01,admin,UPDATE,audit_logs,146,50,95.71,46.61,52.72,120,0,0,1,19,55.47,57,0
DB08362,3/31/2025 8:43,DB-PAY,report_user,SELECT,audit_logs,65,22,96.09,46.53,48.22,158,0,0,1,26,53.23,20,1
DB08363,4/30/2025 15:30,DB01,app_user,UPDATE,fraud_alerts,165,10,312.78,41.85,40.54,135,0,1,0,22,50.63,13,0
DB08364,2/14/2025 14:31,DB02,etl_user,DELETE,payment_history,43,3,94.65,43.02,42.57,189,0,0,1,22,52.56,1,0
DB08365,7/11/2025 19:16,DB02,etl_user,SELECT,audit_logs,81,33,87.77,46.13,51.29,322,0,0,1,28,72.77,53,0
DB08366,3/10/2025 17:22,DB-PAY,etl_user,SELECT,cards,149,17,108.16,48.31,47.86,284,0,0,1,31,86.22,28,1
DB08367,5/22/2025 9:43,DB-CORE,app_user,SELECT,fraud_alerts,1,0,74.24,54.62,51.57,136,0,0,1,26,61.96,0,0
DB08368,6/10/2025 23:41,DB-CORE,etl_user,INSERT,accounts,102,7,129.27,36.1,53.07,128,0,0,1,17,34.93,5,0
DB08369,4/9/2025 20:19,DB01,app_user,UPDATE,fraud_alerts,174,67,109.4,43.89,42.9,190,0,0,1,25,63.93,101,0
DB08370,2/19/2025 4:38,DB-CORE,admin,DELETE,customers,149,35,115.92,43.21,59.03,193,0,0,1,25,61.51,44,0
DB08371,3/1/2025 11:43,DB02,etl_user,SELECT,transactions,168,8,117.81,47.27,52.75,219,0,0,1,29,65.13,4,0
DB08372,4/16/2025 21:17,DB01,admin,UPDATE,fraud_alerts,81,2,57.05,34.82,46.33,81,0,0,1,12,24.34,1,0
DB08373,6/30/2025 1:38,DB01,etl_user,SELECT,audit_logs,93,5,124.95,40.96,46.85,102,0,0,1,18,46.16,6,0
DB08374,5/15/2025 6:13,DB01,report_user,UPDATE,loans,68,16,111.25,48.15,58.54,230,0,0,1,24,49.09,12,1
DB08375,6/18/2025 16:50,DB-PAY,app_user,INSERT,accounts,71,24,115.73,40.34,45.45,134,0,0,1,26,62.2,31,0
DB08376,6/19/2025 15:00,DB-PAY,app_user,SELECT,cards,141,47,462.4,63.03,61.86,155,0,1,0,31,80.07,67,0
DB08377,3/12/2025 23:50,DB02,etl_user,INSERT,customers,28,2,120.01,40.57,46.79,130,0,0,1,21,62.89,3,0
DB08378,2/10/2025 0:11,DB-PAY,admin,UPDATE,fraud_alerts,73,27,133.43,49.86,54.35,186,0,0,1,28,72.11,49,0
DB08379,3/13/2025 12:39,DB01,report_user,UPDATE,loans,96,13,78.4,48.91,57.43,462,0,0,1,40,77.52,12,0
DB08380,4/24/2025 7:49,DB-PAY,app_user,UPDATE,accounts,1580,52,362.71,64.51,63.12,196,0,0,1,25,68.66,66,0
DB08381,4/13/2025 10:56,DB-CORE,admin,SELECT,loans,111,14,235.25,45.71,50.36,819,1,0,1,30,78.98,27,0
DB08382,7/12/2025 11:06,DB-PAY,etl_user,UPDATE,loans,29,4,113.24,45.64,53.87,159,0,0,1,26,67.93,3,0
DB08383,2/8/2025 21:12,DB02,report_user,DELETE,audit_logs,135,23,113.57,43.18,42.77,226,0,0,1,24,64.15,25,1
DB08384,6/22/2025 10:35,DB02,app_user,DELETE,fraud_alerts,93,7,89.81,51.69,40.67,732,0,0,1,36,87.24,11,1
DB08385,7/2/2025 8:53,DB01,app_user,DELETE,audit_logs,84,39,93.33,48.66,50.13,208,0,0,1,25,60.43,43,0
DB08386,2/9/2025 13:22,DB-PAY,admin,INSERT,cards,75,35,127.94,48.73,55.67,227,0,0,1,31,77.99,24,1
DB08387,5/8/2025 19:11,DB02,admin,INSERT,fraud_alerts,53,18,85.77,47.21,42.13,248,0,0,1,23,52.85,30,1
DB08388,6/27/2025 12:35,DB-CORE,report_user,DELETE,audit_logs,125,36,81.84,36.29,45.17,173,0,0,1,19,45.13,32,0
DB08389,3/16/2025 20:48,DB02,admin,SELECT,audit_logs,99,46,70.87,38.17,53.01,115,0,0,1,20,40.56,37,0
DB08390,5/3/2025 1:25,DB02,admin,UPDATE,loans,63,2,103.3,52.14,43.62,171,0,0,1,29,67.4,2,1
DB08391,7/6/2025 4:53,DB01,etl_user,DELETE,cards,52,22,92.6,44.64,44.46,163,0,0,1,26,75.34,25,0
DB08392,6/4/2025 8:06,DB01,report_user,UPDATE,loans,17,7,109.35,33.79,49.44,95,0,0,1,18,47.81,4,0
DB08393,6/15/2025 18:02,DB-CORE,etl_user,INSERT,fraud_alerts,140,33,124.94,39.9,48.13,134,0,0,1,22,62.47,18,1
DB08394,4/13/2025 9:31,DB01,report_user,DELETE,payment_history,75,26,102.38,45.4,45.79,143,0,0,1,18,49.81,23,1
DB08395,6/26/2025 21:23,DB-CORE,etl_user,UPDATE,fraud_alerts,143,18,192.84,44.85,46.12,705,1,0,1,24,64.36,12,1
DB08396,7/14/2025 12:11,DB02,report_user,UPDATE,audit_logs,71,5,85.93,35.93,48.8,229,0,0,1,21,47.56,4,1
DB08397,4/20/2025 17:35,DB-CORE,etl_user,DELETE,loans,28,2,83.57,40.52,56.13,425,0,0,1,41,60.73,3,0
DB08398,6/15/2025 11:34,DB01,admin,UPDATE,accounts,57,15,99.81,37.11,55.38,281,0,0,1,27,77.46,11,1
DB08399,5/30/2025 8:51,DB-CORE,admin,UPDATE,cards,78,3,126.77,48.54,57.27,143,0,0,1,25,72.69,4,0
DB08400,6/21/2025 18:32,DB-PAY,admin,DELETE,cards,144,23,108.32,47.04,45.98,136,0,0,1,23,52.47,25,0
DB08401,2/17/2025 6:39,DB-PAY,report_user,SELECT,transactions,109,35,361.78,61.02,52.75,193,0,1,0,28,60.57,22,0
DB08402,4/25/2025 22:31,DB01,report_user,SELECT,accounts,114,38,393.72,61.12,62.04,181,0,1,0,25,71.01,43,0
DB08403,3/29/2025 16:37,DB02,etl_user,UPDATE,fraud_alerts,166,67,136.69,43.2,40.52,147,0,0,1,22,50.82,75,0
DB08404,4/30/2025 21:06,DB-CORE,admin,INSERT,cards,56,1,125.35,57.71,56.09,333,0,0,1,27,59.14,0,0
DB08405,6/19/2025 19:13,DB02,admin,DELETE,cards,69,9,123.59,50.57,49.63,151,0,0,1,24,52.7,5,0
DB08406,6/26/2025 21:14,DB-CORE,report_user,DELETE,audit_logs,234,50,314.27,59.5,56.25,263,0,1,0,30,72.2,45,0
DB08407,4/30/2025 15:29,DB02,admin,DELETE,payment_history,198,82,90.69,39.21,46.05,139,0,0,1,27,71.18,45,0
DB08408,3/4/2025 17:03,DB-CORE,app_user,UPDATE,fraud_alerts,70,22,104.66,39.61,43.71,136,0,0,1,18,48.02,30,0
DB08409,6/12/2025 23:17,DB02,app_user,SELECT,accounts,147,69,150.67,40.28,60.39,166,0,0,1,29,84.72,63,0
DB08410,6/8/2025 13:19,DB-PAY,report_user,UPDATE,audit_logs,102,46,92.55,48.39,52.43,172,0,0,1,25,53.61,74,0
DB08411,7/8/2025 9:02,DB-CORE,admin,INSERT,accounts,69,32,98.15,47.86,47.24,167,0,0,1,23,49.56,59,0
DB08412,2/16/2025 20:50,DB-CORE,report_user,INSERT,audit_logs,63,20,112.18,48.17,56.39,119,0,0,1,23,68.69,14,0
DB08413,2/8/2025 5:09,DB-PAY,etl_user,INSERT,cards,108,12,98.73,51.12,52.76,136,0,0,1,26,68.69,14,0
DB08414,2/14/2025 15:49,DB-CORE,etl_user,DELETE,loans,35,2,92.62,47.65,50.06,232,0,0,1,21,48.67,2,0
DB08415,2/28/2025 13:49,DB-PAY,admin,DELETE,customers,845,76,291.26,43.71,53.41,176,0,1,0,23,50.86,148,1
